lST,lPORB
lTT,lPORB
rMOF,lFP
rISTC,lFP
rSMAR,lFP
rIP,lFP
rENT,lFP
lCMF,lFP
lPARC,lFP
rFP,lMOF
rPTRI,lMOF
rRMF,lMOF
rCMF,lMOF
rRAC,lMOF
rCAC,lMOF
rSP,lMOF
rFUS,lMOF
rBSTS,lMOF
lCMF,lMOF
lPARC,lMOF
lSP,lMOF
lTP,lMOF
rPOPE,lPTRI
rRAC,lPTRI
rCAC,lPTRI
rPC,lPTRI
rISTC,lPTRI
rIP,lPTRI
rENT,lPTRI
rST,lPTRI
rTT,lPTRI
LRMF,lPTRI
lSF,lPTRI
lCMF,lPTRI
lPREC,lPTRI
lPCUN,lPTRI
lTP,lPTRI
rMOF,lPOPE
rPC,lPOPE
rSP,lPOPE
rIP,lPOPE
rLING,lPOPE
rIT,lPOPE
rMT,lPOPE
lCMF,lPOPE
lPREC,lPOPE
lSP,lPOPE
lLOC,lPOPE
lLING,lPOPE
lPARH,lPOPE
rPOPE,LRMF
rPREC,LRMF
rCAC,LRMF
rENT,LRMF
rST,LRMF
lPTRI,LRMF
lSMAR,LRMF
lBSTS,LRMF
rLOF,lSF
rRMF,lSF
rCAC,lSF
rPC,lSF
rPSTC,lSF
rPCUN,lSF
rLING,lSF
lLOF,lSF
lPTRI,lSF
lSMAR,lSF
lPCUN,lSF
lFUS,lSF
lTP,lSF
lMT,lSF
lBSTS,lSF
rMOF,lCMF
rPREC,lCMF
rSMAR,lCMF
rLING,lCMF
rENT,lCMF
rMT,lCMF
rBSTS,lCMF
lFP,lCMF
lMOF,lCMF
lPTRI,lCMF
lPOPE,lCMF
lCAC,lCMF
lSMAR,lCMF
lPCUN,lCMF
lLOC,lCMF
lTP,lCMF
lMT,lCMF
lBSTS,lCMF
rRMF,lPREC
rCMF,lPREC
rRAC,lPREC
rPARH,lPREC
rBSTS,lPREC
lPTRI,lPREC
lPOPE,lPREC
rLOF,lPARC
rPCUN,lPARC
rLING,lPARC
rTP,lPARC
rIT,lPARC
lPORB,lPARC
lFP,lPARC
lMOF,lPARC
lCAC,lPARC
lSP,lPARC
lTT,lPARC
rPORB,lRAC
rPTRI,lRAC
rCMF,lRAC
rPCUN,lRAC
rCUN,lRAC
rENT,lRAC
rTP,lRAC
lLOF,lRAC
lISTC,lRAC
