-40	-54	-14
-41	-59	-9
-39	-48	-12
-27	-47	-11
-35	-43	-6
-36	-33	-12
-30	-39	-14
-40	-40	-16
-38	-33	-18
-39	-27	-17
-37	-16	-19
-37	-10	-26
-35	-9	-32
-32	-1	-34
-15	-40	-5
-25	-40	-6
-31	-37	-8
-19	-29	-11
-31	-27	-15
-25	-22	-21
-29	-12	-25
-18	-11	-21
-25	-4	-27
-34	13	-27
-36	11	-31
-28	13	-31
-27	6	-33
-44	-62	0
-53	-60	-5
-50	-56	-6
-46	-49	-8
-55	-51	-10
-57	-47	-15
-47	-42	-14
-54	-39	-17
-48	-36	-17
-57	-32	-21
-48	-26	-20
-56	-23	-24
-53	-17	-27
-44	-15	-22
-50	-11	-29
-44	-6	-33
-38	1	-31
-50	-62	11
-50	-59	4
-57	-59	9
-57	-57	2
-62	-47	2
-56	-48	-3
-62	-41	-4
-61	-34	-12
-61	-32	-7
-50	-34	-5
-54	-22	-10
-65	-26	-10
-63	-18	-13
-56	-17	-18
-58	-14	-14
-59	-6	-18
-48	-5	24
56	0	-21
-46	5	-27
-50	-53	9
-49	-46	14
-50	-45	6
-54	-43	0
-52	-35	5
-58	-51	19
-62	-44	15
-52	-39	16
-40	-36	12
-46	-33	9
-64	-39	13
-65	-32	10
-59	-29	3
-65	-25	8
-53	-28	6
-63	-16	3
-60	-20	0
-47	-30	-2
-50	-18	6
-58	-8	3
-45	-21	-1
-43	-16	-7
-59	-5	-2
-52	-10	-9
-49	-4	-14
-57	2	-4
-51	-3	-5
-46	-7	-11
-55	8	-9
-48	4	-19
-50	13	-14
-46	2	-16
-46	16	-20
-43	16	-24
-49	-16	6
-47	-21	10
-41	-24	11
-36	-28	14
