rIP,lPTRI
rLING,lPTRI
rENT,lPTRI
rBSTS,lPTRI
rST,lPTRI
rTT,lPTRI
lFP,lPTRI
lMOF,lPTRI
lCMF,lPTRI
lPREC,lPTRI
lLOC,lPTRI
lPARH,lPTRI
lENT,lPTRI
lSP,lPOPE
lCUN,lPOPE
lLING,lPOPE
rCAC,LRMF
rPCUN,LRMF
rFUS,LRMF
rST,LRMF
lPARH,LRMF
rMOF,lSF
rRMF,lSF
rPSTC,lSF
rPARH,lSF
rST,lSF
lISTC,lSF
lPCUN,lSF
lTP,lSF
lMT,lSF
lBSTS,lSF
rLOF,lCMF
rPTRI,lCMF
rRMF,lCMF
rSF,lCMF
rRAC,lCMF
rCAC,lCMF
rPC,lCMF
rISTC,lCMF
rPSTC,lCMF
rSMAR,lCMF
rIP,lCMF
rLING,lCMF
rENT,lCMF
rBSTS,lCMF
rTT,lCMF
lPORB,lCMF
lFP,lCMF
lMOF,lCMF
lPTRI,lCMF
lPREC,lCMF
lPCAL,lCMF
lLOC,lCMF
lFUS,lCMF
lPARH,lCMF
lENT,lCMF
lTP,lCMF
lMT,lCMF
lBSTS,lCMF
rPTRI,lPREC
rPOPE,lPREC
rRMF,lPREC
rRAC,lPREC
rCAC,lPREC
rPSTC,lPREC
rSMAR,lPREC
rLING,lPREC
rPARH,lPREC
rENT,lPREC
rBSTS,lPREC
rTT,lPREC
lMOF,lPREC
lPTRI,lPREC
lCMF,lPREC
lLOC,lPREC
lFUS,lPREC
lENT,lPREC
rPCUN,lPARC
rPORB,lRAC
rRAC,lRAC
rTP,lRAC
lCUN,lRAC
lFUS,lRAC
lPARH,lRAC
rRMF,lCAC
rPREC,lCAC
lPSTC,lCAC
lSMAR,lCAC
lPCUN,lCAC
lLING,lCAC
lTP,lCAC
lST,lCAC
rSP,lPC
rIT,lPC
lPCAL,lPC
rCMF,lISTC
rMT,lISTC
lSF,lISTC
lIP,lISTC
lCUN,lISTC
lBSTS,lISTC
rPREC,lPSTC
rMT,lPSTC
lCAC,lPSTC
lBSTS,lPSTC
rPSTC,lSMAR
rMT,lSMAR
lCAC,lSMAR
lIT,lSMAR
lST,lSMAR
rMOF,lSP
lPOPE,lSP
lLING,lSP
lBSTS,lSP
lTT,lSP
lFP,lIP
lISTC,lIP
lCUN,lIP
lPARH,lIP
rPREC,lPCUN
rRAC,lPCUN
rISTC,lPCUN
rPSTC,lPCUN
rPCUN,lPCUN
lSF,lPCUN
lCAC,lPCUN
lFUS,lPCUN
lTP,lPCUN
lMT,lPCUN
rSF,lCUN
rPARC,lCUN
rTP,lCUN
lPOPE,lCUN
lRAC,lCUN
lISTC,lCUN
lIP,lCUN
rRAC,lPCAL
rPC,lPCAL
rSMAR,lPCAL
rLING,lPCAL
rENT,lPCAL
rBSTS,lPCAL
lFP,lPCAL
lCMF,lPCAL
lPC,lPCAL
lLOC,lPCAL
lFUS,lPCAL
lPARH,lPCAL
lENT,lPCAL
lTP,lPCAL
lST,lPCAL
rLOF,lLOC
rPTRI,lLOC
rRMF,lLOC
rSF,lLOC
rRAC,lLOC
rCAC,lLOC
rPC,lLOC
rISTC,lLOC
rPSTC,lLOC
rSMAR,lLOC
rIP,lLOC
rLING,lLOC
rENT,lLOC
rBSTS,lLOC
rTT,lLOC
lPORB,lLOC
lFP,lLOC
lMOF,lLOC
lPTRI,lLOC
lCMF,lLOC
lPREC,lLOC
lPCAL,lLOC
lFUS,lLOC
lPARH,lLOC
lENT,lLOC
lTP,lLOC
lMT,lLOC
lBSTS,lLOC
lST,lLOC
rMOF,lLING
lPOPE,lLING
lCAC,lLING
lSP,lLING
rMOF,lFUS
rPREC,lFUS
rRAC,lFUS
rPC,lFUS
rISTC,lFUS
rPSTC,lFUS
rSMAR,lFUS
rLING,lFUS
rMT,lFUS
lMOF,lFUS
lCMF,lFUS
lPREC,lFUS
lRAC,lFUS
lPCUN,lFUS
lPCAL,lFUS
lLOC,lFUS
lPARH,lFUS
lENT,lFUS
lTP,lFUS
lIT,lFUS
lMT,lFUS
rLOF,lPARH
rPTRI,lPARH
rRMF,lPARH
rSF,lPARH
rRAC,lPARH
rCAC,lPARH
rPC,lPARH
rISTC,lPARH
rPSTC,lPARH
rSMAR,lPARH
rIP,lPARH
rLING,lPARH
rENT,lPARH
rMT,lPARH
rBSTS,lPARH
rST,lPARH
rTT,lPARH
lPORB,lPARH
lFP,lPARH
lMOF,lPARH
lPTRI,lPARH
LRMF,lPARH
lCMF,lPARH
lRAC,lPARH
lIP,lPARH
lPCAL,lPARH
lLOC,lPARH
lFUS,lPARH
lENT,lPARH
lTP,lPARH
lMT,lPARH
lBSTS,lPARH
rPTRI,lENT
rRMF,lENT
rRAC,lENT
rCAC,lENT
rPC,lENT
rISTC,lENT
rPSTC,lENT
rSMAR,lENT
rIP,lENT
rLING,lENT
rENT,lENT
rBSTS,lENT
rTT,lENT
lPORB,lENT
lFP,lENT
lMOF,lENT
lPTRI,lENT
lCMF,lENT
lPREC,lENT
lPCAL,lENT
lLOC,lENT
lFUS,lENT
lPARH,lENT
lTP,lENT
lMT,lENT
rLOF,lTP
rMOF,lTP
rPTRI,lTP
rPOPE,lTP
rRMF,lTP
rRAC,lTP
rCAC,lTP
rPC,lTP
rISTC,lTP
rPSTC,lTP
rSMAR,lTP
rIP,lTP
rLING,lTP
rENT,lTP
rBSTS,lTP
rTT,lTP
lPORB,lTP
lFP,lTP
lMOF,lTP
lSF,lTP
lCMF,lTP
lCAC,lTP
lPCUN,lTP
lPCAL,lTP
lLOC,lTP
lFUS,lTP
lPARH,lTP
lENT,lTP
lMT,lTP
lBSTS,lTP
lST,lTP
rLOF,lIT
rPREC,lIT
rISTC,lIT
rPSTC,lIT
rMT,lIT
lLOF,lIT
lPORB,lIT
lSMAR,lIT
lFUS,lIT
lBSTS,lIT
rRMF,lMT
rRAC,lMT
rSMAR,lMT
rLING,lMT
rENT,lMT
rMT,lMT
rTT,lMT
lFP,lMT
lMOF,lMT
lSF,lMT
lCMF,lMT
lPCUN,lMT
lLOC,lMT
lFUS,lMT
lPARH,lMT
lENT,lMT
lTP,lMT
lBSTS,lMT
lTT,lMT
rLOF,lBSTS
rRMF,lBSTS
rSF,lBSTS
rPREC,lBSTS
rRAC,lBSTS
rPC,lBSTS
rSMAR,lBSTS
rLING,lBSTS
rPARH,lBSTS
rENT,lBSTS
rTT,lBSTS
lFP,lBSTS
lMOF,lBSTS
lSF,lBSTS
lCMF,lBSTS
lISTC,lBSTS
lPSTC,lBSTS
lSP,lBSTS
lLOC,lBSTS
lPARH,lBSTS
lTP,lBSTS
lIT,lBSTS
lMT,lBSTS
rMOF,lST
rPREC,lST
rSMAR,lST
rMT,lST
rBSTS,lST
lCAC,lST
lSMAR,lST
lPCAL,lST
lLOC,lST
lTP,lST
lTT,lST
rMOF,lTT
rPREC,lTT
lSP,lTT
lMT,lTT
lST,lTT
